Car_Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
VW,Passat,1.6,Petrol,2000,128120,5133
Toyota,RAV4,2.2,Hybrid,1997,164454,5133
VW,Passat,1.4,Diesel,2000,125805,5134
Ford,Fiesta,1.0,Petrol,2006,94540,5134
VW,Passat,1.8,Diesel,1994,88969,5134
Ford,Mondeo,2.0,Diesel,2003,165670,5135
Ford,Mondeo,2.0,Diesel,2000,141343,5135
Porsche,718 Cayman,2.4,Petrol,2000,182156,5135
VW,Golf,1.4,Diesel,1997,67657,5136
VW,Polo,1.2,Petrol,2009,136251,5136
Toyota,Yaris,1.4,Petrol,2000,82432,5137
Ford,Focus,1.6,Petrol,2005,163482,5137
Ford,Mondeo,1.6,Diesel,2000,127233,5137
VW,Golf,1.4,Petrol,2004,125366,5139
Ford,Focus,1.0,Petrol,1999,80961,5139
Toyota,RAV4,1.8,Hybrid,1991,100842,5140
VW,Polo,1.2,Diesel,2007,125420,5140
Toyota,RAV4,1.8,Hybrid,1993,118599,5141
Toyota,RAV4,2.4,Hybrid,1996,161478,5142
VW,Polo,2.0,Petrol,2004,126223,5142
Ford,Fiesta,1.2,Petrol,2007,115654,5142
Toyota,RAV4,1.8,Hybrid,1994,127153,5143
VW,Polo,1.4,Petrol,2003,93512,5143
Ford,Fiesta,1.0,Petrol,2004,75205,5145
VW,Golf,1.6,Petrol,1998,79869,5146
Toyota,Prius,1.8,Hybrid,1998,140305,5148
VW,Polo,1.2,Petrol,2007,118908,5148
VW,Passat,1.8,Diesel,2001,149555,5148
Toyota,RAV4,1.8,Hybrid,1998,160049,5149
Toyota,RAV4,1.8,Hybrid,1996,143769,5150
BMW,Z4,2.0,Petrol,2001,156401,5150
VW,Passat,1.6,Diesel,1993,70294,5150
Toyota,Prius,1.8,Hybrid,1996,123342,5150
VW,Polo,1.6,Petrol,2002,93297,5151
VW,Passat,1.6,Diesel,2003,158517,5151
Ford,Fiesta,1.0,Petrol,2006,94077,5152
Ford,Mondeo,1.6,Diesel,1999,118246,5152
Ford,Fiesta,1.4,Petrol,2002,80096,5152
Ford,Focus,1.0,Petrol,2005,134315,5152
Toyota,Yaris,1.0,Hybrid,2003,111583,5152
Ford,Fiesta,1.4,Petrol,2004,98898,5152
Ford,Focus,1.0,Diesel,2004,132050,5153
BMW,X3,2.4,Petrol,1991,87930,5154
Ford,Focus,1.4,Petrol,1994,55618,5155
Ford,Focus,1.6,Diesel,1995,82982,5155
Ford,Focus,1.8,Petrol,2000,129260,5155
Toyota,Prius,1.8,Hybrid,1994,105593,5157
Toyota,Yaris,1.2,Petrol,2003,99143,5157
VW,Passat,2.0,Diesel,1997,122395,5158
Toyota,Yaris,1.2,Hybrid,2001,105739,5159
Toyota,Prius,1.4,Hybrid,2003,165335,5159
BMW,X3,2.0,Diesel,1995,118217,5160
Porsche,718 Cayman,4.0,Petrol,1997,187986,5161
VW,Passat,1.6,Diesel,2004,166261,5161
Toyota,RAV4,2.4,Hybrid,1992,128064,5161
VW,Passat,1.6,Diesel,1992,59827,5161
Ford,Fiesta,1.4,Petrol,2005,107681,5161
Porsche,718 Cayman,2.4,Petrol,1995,141570,5161
Ford,Mondeo,1.4,Diesel,2004,151600,5161
Toyota,Yaris,1.0,Petrol,2006,113674,5161
Toyota,Yaris,1.2,Hybrid,2000,96573,5162
Toyota,RAV4,2.0,Petrol,1993,100729,5163
Ford,Focus,1.8,Hybrid,2000,151769,5163
Ford,Fiesta,1.4,Petrol,2006,116476,5163
Toyota,Yaris,1.0,Hybrid,2005,128634,5163
VW,Passat,1.4,Diesel,1997,98506,5164
Ford,Focus,1.0,Diesel,2006,148398,5164
Toyota,Prius,1.0,Hybrid,2001,128042,5165
Toyota,Prius,1.0,Hybrid,1997,92507,5165
VW,Passat,1.4,Diesel,2001,133528,5165
Ford,Mondeo,1.6,Diesel,2002,143330,5165
Porsche,718 Cayman,4.0,Petrol,1995,172368,5165
Porsche,718 Cayman,2.0,Petrol,2000,170774,5166
Ford,Fiesta,1.4,Hybrid,2004,122792,5166
VW,Passat,2.0,Petrol,1993,79051,5167
Ford,Fiesta,1.4,Petrol,2004,98489,5167
VW,Passat,1.4,Petrol,1991,29749,5167
Toyota,Prius,1.0,Hybrid,1999,110624,5167
VW,Golf,1.6,Hybrid,1990,23062,5167
Porsche,718 Cayman,4.0,Petrol,1998,195497,5167
VW,Passat,2.0,Petrol,1995,97893,5167
BMW,X3,2.4,Diesel,1994,121212,5168
Toyota,RAV4,2.0,Hybrid,1994,133252,5168
Ford,Fiesta,1.4,Petrol,2003,89177,5168
VW,Golf,1.4,Petrol,2006,141516,5168
Toyota,RAV4,2.0,Hybrid,1997,157903,5168
Toyota,Prius,1.8,Hybrid,1999,148053,5169
Ford,Fiesta,1.0,Hybrid,2007,126797,5169
VW,Golf,1.6,Diesel,2004,139257,5170
VW,Golf,2.0,Petrol,2003,138764,5170
VW,Golf,1.4,Hybrid,1993,45740,5170
Toyota,Yaris,1.0,Hybrid,2003,111088,5171
Ford,Fiesta,1.0,Petrol,2006,93561,5171
BMW,X3,2.0,Diesel,1999,151569,5171
Ford,Fiesta,1.2,Petrol,2003,78025,5172
Ford,Fiesta,1.2,Petrol,2007,114887,5172
VW,Golf,1.4,Petrol,2000,88691,5172
Ford,Focus,1.0,Petrol,2003,116651,5173
Ford,Focus,2.0,Petrol,1995,91377,5173
Ford,Focus,1.8,Petrol,2000,128791,5174
VW,Polo,1.0,Diesel,2004,85212,5174
VW,Passat,1.4,Petrol,2000,118483,5174
VW,Polo,1.0,Petrol,2007,106127,5175
VW,Polo,1.6,Petrol,2003,101848,5175
VW,Passat,1.8,Diesel,2002,157007,5175
Ford,Focus,1.0,Diesel,2004,131464,5176
Ford,Fiesta,1.0,Petrol,2004,74331,5176
VW,Polo,1.0,Petrol,2008,114978,5176
Ford,Mondeo,1.6,Hybrid,1995,99812,5176
VW,Passat,1.8,Diesel,2001,148877,5176
Toyota,Yaris,1.0,Hybrid,2001,92780,5177
Toyota,Yaris,1.2,Hybrid,2002,114175,5177
Ford,Mondeo,1.4,Diesel,2004,151204,5178
VW,Polo,1.0,Diesel,2007,112555,5178
Ford,Mondeo,1.6,Diesel,2001,134679,5178
VW,Polo,1.4,Diesel,2002,90025,5179
BMW,Z4,2.2,Petrol,1999,145258,5179
Toyota,RAV4,2.2,Hybrid,1999,179132,5179
VW,Polo,1.4,Petrol,2007,128082,5179
BMW,X3,2.4,Diesel,2000,170307,5180
Toyota,RAV4,2.2,Hybrid,2000,186840,5180
Ford,Focus,2.0,Petrol,1995,91173,5181
VW,Polo,1.2,Petrol,2003,81501,5182
VW,Golf,1.2,Hybrid,2004,137667,5182
VW,Polo,1.0,Petrol,2005,87533,5182
Toyota,Yaris,1.4,Hybrid,2005,149198,5182
Ford,Mondeo,1.4,Diesel,1999,108653,5182
Ford,Mondeo,1.6,Diesel,1997,99639,5182
Toyota,Yaris,1.2,Petrol,2008,141865,5183
Ford,Focus,1.4,Diesel,2002,135707,5183
Ford,Focus,1.4,Petrol,2001,120974,5183
BMW,Z4,2.2,Petrol,2000,153329,5183
Toyota,RAV4,1.8,Hybrid,1993,117524,5183
VW,Polo,1.2,Diesel,2002,78856,5184
BMW,Z4,2.4,Petrol,1997,133911,5184
Ford,Mondeo,1.8,Diesel,1999,125063,5184
VW,Golf,1.8,Diesel,1997,84733,5184
Ford,Fiesta,1.2,Petrol,2002,67732,5186
Toyota,Prius,1.8,Hybrid,1991,76751,5186
Toyota,Yaris,1.2,Hybrid,2000,95946,5186
Toyota,RAV4,2.2,Hybrid,1989,95071,5186
Ford,Focus,2.0,Petrol,1993,71782,5186
Toyota,RAV4,2.4,Hybrid,2000,191702,5186
VW,Passat,2.0,Petrol,1993,78481,5187
Toyota,Yaris,1.4,Hybrid,1998,88054,5187
Ford,Fiesta,1.2,Petrol,1998,24180,5187
Ford,Mondeo,1.4,Diesel,1996,80706,5188
VW,Passat,1.4,Petrol,2002,135220,5188
Toyota,Yaris,1.2,Hybrid,2003,122617,5188
Toyota,Yaris,1.0,Hybrid,2002,101640,5189
BMW,Z4,2.2,Petrol,1999,145020,5189
Ford,Mondeo,1.4,Hybrid,2005,174890,5189
Ford,Focus,1.6,Petrol,2000,120811,5190
Ford,Fiesta,1.4,Hybrid,2002,104567,5190
Porsche,911,2.6,Petrol,1994,204666,5191
Ford,Fiesta,1.4,Petrol,2005,106920,5191
Toyota,Prius,1.4,Hybrid,2001,148473,5191
VW,Polo,1.0,Petrol,2007,105711,5191
Toyota,Prius,1.4,Hybrid,1995,96634,5192
Toyota,Yaris,1.0,Petrol,2007,121622,5192
VW,Passat,1.4,Diesel,2001,132861,5192
Ford,Fiesta,1.0,Petrol,2006,92973,5193
VW,Polo,1.0,Petrol,2004,77654,5193
Ford,Fiesta,1.4,Petrol,2004,97771,5194
Toyota,Prius,1.8,Hybrid,2002,171517,5194
Porsche,Cayenne,4.0,Petrol,1990,151989,5194
Ford,Fiesta,1.2,Petrol,2005,96302,5195
VW,Passat,2.0,Diesel,1989,44684,5195
VW,Polo,1.2,Petrol,2001,61270,5195
BMW,M5,4.0,Petrol,1993,202394,5195
Toyota,RAV4,2.0,Hybrid,1996,149153,5196
Toyota,RAV4,2.4,Petrol,1997,146152,5196
VW,Polo,1.6,Petrol,2001,82639,5196
BMW,X3,2.4,Diesel,2000,169934,5196
Ford,Fiesta,1.0,Petrol,2006,92893,5196
Toyota,RAV4,2.2,Petrol,1994,115182,5196
VW,Passat,1.6,Diesel,2002,149336,5197
VW,Polo,1.2,Petrol,2004,90588,5197
Ford,Mondeo,2.0,Diesel,1992,67378,5198
Toyota,RAV4,2.2,Hybrid,1995,146775,5198
Ford,Fiesta,1.4,Petrol,2002,78802,5198
Toyota,Prius,1.0,Hybrid,1996,82123,5199
VW,Polo,1.6,Diesel,1996,38521,5199
Porsche,Cayenne,2.6,Petrol,1991,133427,5199
Ford,Fiesta,1.0,Petrol,2006,92777,5200
VW,Golf,1.6,Petrol,2005,140765,5200
BMW,X3,3.0,Diesel,1998,167258,5200
Ford,Mondeo,1.4,Diesel,1998,99162,5200
VW,Passat,2.0,Diesel,2005,186256,5201
VW,Polo,1.2,Petrol,2001,61082,5201
Ford,Focus,1.8,Petrol,2000,128117,5201
Ford,Mondeo,2.0,Petrol,2002,150200,5201
Toyota,RAV4,2.2,Petrol,1998,148874,5201
Ford,Fiesta,1.4,Petrol,2006,115503,5202
Ford,Mondeo,1.6,Diesel,1999,116982,5202
Ford,Focus,1.6,Diesel,1998,109356,5202
Ford,Focus,1.4,Diesel,2005,159843,5202
VW,Passat,2.0,Petrol,1999,132118,5203
BMW,Z4,2.4,Petrol,1996,124956,5203
VW,Golf,1.8,Petrol,1998,86743,5203
Ford,Mondeo,1.4,Diesel,2002,134049,5204
Toyota,Yaris,1.2,Petrol,2003,97892,5204
VW,Polo,1.6,Petrol,2003,101061,5205
Ford,Focus,1.4,Petrol,2001,120405,5205
VW,Passat,1.8,Diesel,1997,114328,5205
Toyota,Yaris,1.0,Hybrid,2006,136056,5205
VW,Passat,1.8,Diesel,2002,156331,5205
Ford,Fiesta,1.4,Hybrid,2002,104163,5205
VW,Golf,1.2,Hybrid,2004,137097,5206
VW,Polo,1.2,Petrol,2006,108619,5206
VW,Passat,2.0,Petrol,1999,132039,5206
VW,Golf,1.6,Petrol,2001,106143,5207
VW,Passat,1.8,Diesel,2001,148162,5207
Toyota,RAV4,2.0,Hybrid,2002,196065,5207
Toyota,Prius,1.4,Hybrid,2006,187634,5209
Porsche,911,2.2,Petrol,1994,194796,5209
VW,Golf,1.2,Petrol,2000,76573,5209
Ford,Focus,1.4,Petrol,2001,120282,5210
Ford,Mondeo,1.8,Diesel,1994,78978,5210
Ford,Mondeo,1.8,Diesel,2002,149526,5210
Toyota,Prius,1.0,Hybrid,1998,100488,5211
Toyota,Prius,1.8,Hybrid,1998,138783,5211
VW,Polo,1.0,Diesel,2006,102737,5212
VW,Golf,1.4,Diesel,1998,75397,5212
Ford,Focus,1.8,Petrol,2000,127852,5212
Ford,Focus,1.6,Hybrid,2001,151567,5212
VW,Golf,1.4,Petrol,2006,140434,5213
Toyota,Prius,1.4,Hybrid,2000,139691,5213
VW,Passat,1.4,Diesel,2003,148910,5215
Ford,Focus,1.0,Petrol,2004,124245,5216
Toyota,Yaris,1.2,Hybrid,2001,104256,5216
Ford,Fiesta,1.0,Petrol,2007,101526,5217
VW,Golf,1.8,Petrol,2001,113724,5217
Ford,Focus,1.4,Petrol,2001,120106,5217
BMW,Z4,2.0,Petrol,1999,138383,5219
Ford,Mondeo,1.4,Diesel,2003,142030,5219
Ford,Mondeo,2.0,Diesel,2002,155718,5219
Ford,Fiesta,1.2,Petrol,2005,95677,5219
Toyota,Yaris,1.4,Hybrid,2005,148335,5219
BMW,Z4,3.0,Petrol,1996,138690,5220
VW,Golf,1.6,Hybrid,1994,65245,5220
Porsche,718 Cayman,2.0,Petrol,1988,64069,5220
VW,Passat,1.6,Diesel,2003,156891,5221
Toyota,Yaris,1.4,Petrol,1998,60153,5221
BMW,M5,4.0,Petrol,1991,186584,5221
Ford,Focus,2.0,Petrol,1994,80581,5221
Porsche,911,2.2,Petrol,1990,163382,5222
Toyota,Prius,1.0,Hybrid,2001,126649,5222
VW,Passat,1.6,Diesel,2000,132149,5222
Ford,Fiesta,1.0,Petrol,2006,92187,5222
VW,Passat,1.6,Diesel,1994,78039,5223
VW,Passat,1.8,Diesel,1992,67003,5223
Ford,Focus,1.8,Diesel,2002,150308,5224
BMW,Z4,2.2,Petrol,2000,152357,5224
Toyota,Prius,1.0,Hybrid,2002,135027,5225
VW,Polo,1.4,Diesel,2007,133156,5225
Toyota,RAV4,2.0,Hybrid,1997,156576,5226
Toyota,RAV4,2.0,Hybrid,1996,148420,5227
Toyota,RAV4,2.2,Hybrid,1994,137803,5227
Toyota,Yaris,1.4,Hybrid,1997,77358,5227
VW,Polo,2.0,Petrol,2001,97503,5227
Toyota,RAV4,2.4,Hybrid,1996,159478,5228
Ford,Focus,2.0,Diesel,1998,123353,5228
Toyota,RAV4,1.8,Hybrid,1994,125053,5228
Toyota,Prius,1.8,Hybrid,2003,178545,5229
VW,Passat,2.0,Diesel,2000,145922,5229
Toyota,Yaris,1.0,Hybrid,2002,100593,5229
Ford,Fiesta,1.2,Diesel,2008,128403,5230
BMW,M5,4.4,Petrol,1985,144374,5230
BMW,M5,5.0,Petrol,1994,221604,5231
VW,Polo,1.2,Diesel,2004,96472,5231
VW,Golf,1.2,Petrol,1999,66004,5231
VW,Golf,1.8,Petrol,2006,155416,5232
Ford,Mondeo,1.8,Hybrid,1994,97267,5232
Ford,Fiesta,1.4,Petrol,2005,105854,5232
Toyota,Prius,1.8,Hybrid,1996,121304,5232
VW,Passat,1.6,Diesel,2000,131898,5232
VW,Passat,1.6,Diesel,2002,148497,5233
VW,Golf,2.0,Petrol,2006,161724,5234
Toyota,Prius,1.4,Hybrid,2001,147455,5234
VW,Polo,1.4,Petrol,2006,118082,5234
Toyota,Prius,1.4,Hybrid,1990,45656,5234
Toyota,RAV4,2.0,Hybrid,1997,156375,5234
Toyota,Prius,1.8,Hybrid,1997,129814,5234
VW,Passat,1.4,Diesel,1997,96654,5234
VW,Passat,1.4,Diesel,1993,57582,5235
Toyota,Yaris,1.4,Hybrid,2007,164071,5236
Toyota,RAV4,2.4,Hybrid,1996,159271,5237
Toyota,RAV4,1.8,Hybrid,2000,173865,5237
BMW,Z4,2.4,Petrol,2003,181020,5237
Ford,Fiesta,1.0,Petrol,2009,118762,5237
VW,Golf,1.2,Diesel,1998,63075,5238
VW,Golf,2.0,Petrol,1999,102384,5238
Toyota,Prius,1.8,Hybrid,1995,112413,5238
Toyota,RAV4,2.0,Petrol,1994,107802,5238
VW,Passat,1.8,Diesel,1998,122197,5239
Ford,Focus,1.0,Diesel,1997,65543,5240
VW,Polo,1.2,Petrol,2001,59953,5240
VW,Golf,2.0,Petrol,2005,153498,5241
Ford,Fiesta,1.2,Petrol,2002,66134,5241
Ford,Fiesta,1.4,Petrol,2005,105622,5241
VW,Passat,2.0,Diesel,2001,153793,5241
Toyota,RAV4,2.2,Hybrid,1995,145730,5242
Ford,Focus,1.0,Petrol,2003,114916,5242
Toyota,Prius,1.8,Hybrid,2003,178273,5242
BMW,Z4,2.2,Petrol,1999,143744,5243
Toyota,Prius,1.0,Hybrid,2002,134595,5243
Toyota,Prius,1.8,Hybrid,1999,146285,5244
VW,Golf,1.6,Petrol,2001,105182,5244
Ford,Fiesta,1.0,Hybrid,2007,124954,5244
VW,Polo,1.2,Petrol,2003,79784,5244
Ford,Mondeo,2.0,Hybrid,1996,121790,5244
Toyota,RAV4,1.8,Hybrid,1996,141522,5244
Ford,Mondeo,1.4,Diesel,1994,59135,5244
VW,Polo,2.0,Petrol,2005,132195,5245
Ford,Mondeo,1.8,Diesel,2002,148691,5245
VW,Golf,1.2,Petrol,2004,112624,5246
VW,Polo,2.0,Petrol,2001,96998,5246
VW,Polo,1.6,Petrol,2006,126408,5247
Ford,Mondeo,1.8,Petrol,2002,142622,5247
BMW,M5,5.0,Petrol,1994,221255,5247
VW,Golf,1.2,Petrol,2007,138291,5248
VW,Golf,2.0,Diesel,2001,126135,5249
Toyota,Yaris,1.0,Petrol,2008,128789,5249
VW,Golf,2.0,Diesel,1996,80923,5249
Toyota,Prius,1.0,Hybrid,1998,99453,5250
Ford,Focus,2.0,Diesel,1997,114112,5250
VW,Passat,1.6,Diesel,2002,148105,5250
Toyota,RAV4,2.4,Hybrid,1995,150884,5250
Toyota,RAV4,2.0,Hybrid,1998,163996,5251
VW,Polo,1.2,Petrol,2007,116317,5251
VW,Polo,1.4,Petrol,2005,108843,5251
VW,Golf,1.2,Diesel,2002,101151,5251
Ford,Focus,1.6,Petrol,2004,152796,5252
VW,Golf,1.4,Petrol,2007,147720,5253
VW,Passat,2.0,Petrol,1998,122329,5254
VW,Passat,1.8,Diesel,1998,121828,5254
Ford,Fiesta,1.2,Petrol,2005,94740,5254
Porsche,Cayenne,3.5,Diesel,1993,172380,5256
Porsche,911,2.6,Petrol,1992,188056,5256
VW,Polo,1.6,Petrol,2005,117530,5257
Ford,Mondeo,1.6,Diesel,1996,88368,5257
Toyota,RAV4,1.8,Petrol,1991,71702,5257
Toyota,Prius,1.8,Hybrid,2000,154098,5258
Toyota,RAV4,2.0,Hybrid,1994,131062,5258
Toyota,Prius,1.0,Hybrid,1998,99219,5259
VW,Golf,2.0,Diesel,1996,80653,5259
Ford,Fiesta,1.2,Petrol,2009,129984,5259
Ford,Mondeo,1.4,Diesel,2007,173274,5260
VW,Passat,1.6,Diesel,1998,113987,5260
VW,Passat,2.0,Diesel,2003,169320,5261
Toyota,Prius,1.4,Hybrid,2001,146819,5261
Toyota,Yaris,1.2,Petrol,2007,131616,5261
VW,Golf,1.6,Petrol,2000,95625,5261
Toyota,Yaris,1.2,Petrol,2008,139997,5261
Ford,Mondeo,1.8,Diesel,1998,114457,5261
VW,Passat,1.4,Diesel,2000,122618,5262
VW,Polo,1.6,Petrol,2006,126060,5262
VW,Golf,2.0,Petrol,2004,144855,5262
Ford,Mondeo,1.6,Diesel,2001,132662,5262
BMW,M5,5.0,Petrol,1990,190836,5263
Toyota,Yaris,1.0,Petrol,2003,83529,5263
Toyota,Yaris,1.4,Petrol,2001,88467,5264
Toyota,Prius,1.8,Hybrid,1999,145808,5264
Toyota,RAV4,1.8,Petrol,1992,81257,5264
Ford,Focus,1.6,Petrol,1999,110166,5264
Ford,Focus,1.4,Diesel,2002,133764,5264
Toyota,RAV4,1.8,Hybrid,1996,141021,5265
VW,Polo,2.0,Petrol,2006,140049,5266
Toyota,Yaris,1.0,Petrol,2005,102062,5266
Toyota,Yaris,1.4,Hybrid,2001,113291,5266
BMW,M5,5.0,Petrol,1992,205940,5266
Toyota,Yaris,1.0,Petrol,2004,92868,5266
Ford,Focus,1.0,Petrol,2005,131528,5267
Ford,Focus,1.6,Petrol,2003,144229,5268
Ford,Mondeo,1.4,Diesel,2000,115292,5268
VW,Golf,1.4,Diesel,2003,119854,5268
VW,Golf,1.6,Petrol,2003,122186,5268
Ford,Focus,1.4,Petrol,1997,82416,5268
Ford,Mondeo,2.0,Diesel,2002,154595,5268
Ford,Fiesta,1.4,Diesel,2006,120200,5269
VW,Polo,1.4,Petrol,2003,90128,5269
BMW,X3,2.4,Diesel,1993,109909,5269
Toyota,RAV4,2.4,Petrol,1998,152571,5270
BMW,M5,5.0,Petrol,1991,198308,5270
BMW,Z4,2.0,Petrol,2004,177430,5270
VW,Golf,1.4,Petrol,2005,130642,5271
VW,Golf,2.0,Petrol,2002,127888,5271
Ford,Focus,2.0,Diesel,2001,147478,5272
Ford,Fiesta,1.0,Petrol,2003,61468,5273
Toyota,Prius,1.0,Hybrid,2007,174374,5273
VW,Golf,2.0,Petrol,2002,127809,5274
Toyota,RAV4,2.4,Hybrid,1996,158415,5274
Toyota,RAV4,2.0,Hybrid,1996,147303,5275
Toyota,Yaris,1.0,Petrol,2003,83207,5275
Ford,Mondeo,1.6,Diesel,1998,106226,5277
Ford,Fiesta,1.0,Petrol,2008,108980,5277
VW,Polo,1.0,Petrol,2008,112427,5277
Toyota,RAV4,1.8,Hybrid,2002,188487,5278
Toyota,RAV4,2.2,Petrol,1997,138802,5278
Ford,Focus,1.0,Petrol,2000,86664,5278
Porsche,Cayenne,4.0,Diesel,1992,171904,5278
BMW,M5,5.0,Petrol,1998,249802,5279
Ford,Fiesta,1.4,Petrol,2006,113558,5279
Toyota,Yaris,1.4,Hybrid,2002,121709,5279
VW,Golf,1.2,Petrol,2004,111785,5280
Ford,Mondeo,1.8,Diesel,1999,122695,5280
VW,Passat,1.6,Diesel,2002,147407,5280
Toyota,Yaris,1.4,Petrol,2007,140821,5281
VW,Polo,1.2,Diesel,2007,121933,5281
VW,Golf,2.0,Petrol,2005,152589,5281
VW,Polo,2.0,Diesel,2006,145753,5281
BMW,X3,2.0,Petrol,1993,90421,5282
VW,Passat,1.8,Diesel,1999,129714,5282
Toyota,Yaris,1.2,Petrol,2005,113842,5283
Ford,Fiesta,1.2,Petrol,2005,93994,5283
Toyota,Prius,1.0,Hybrid,2003,141981,5283
VW,Polo,1.0,Petrol,2009,121023,5283
BMW,X3,2.0,Diesel,2000,157024,5284
VW,Polo,2.0,Petrol,2004,122681,5285
VW,Polo,1.0,Petrol,2009,120971,5285
Toyota,RAV4,1.8,Hybrid,1995,132185,5285
VW,Golf,1.2,Petrol,2007,137408,5285
Ford,Fiesta,1.4,Petrol,2005,104461,5286
VW,Golf,1.4,Diesel,2002,110641,5286
VW,Golf,1.2,Petrol,1999,64430,5286
Ford,Focus,1.6,Petrol,2001,127032,5286
VW,Golf,1.2,Diesel,2007,143464,5286
VW,Passat,1.4,Petrol,2003,141185,5287
VW,Polo,2.0,Petrol,2006,139571,5287
Toyota,Yaris,1.2,Hybrid,2004,128751,5287
Ford,Mondeo,1.6,Hybrid,1990,47258,5289
VW,Golf,1.6,Diesel,1997,73240,5289
VW,Golf,1.6,Petrol,2006,146911,5289
Porsche,718 Cayman,2.0,Petrol,1998,151952,5289
Porsche,Cayenne,4.0,Petrol,1992,165863,5289
VW,Golf,1.2,Diesel,2003,109164,5289
VW,Polo,1.4,Petrol,2002,80076,5289
Ford,Focus,1.6,Diesel,1998,107136,5289
VW,Passat,2.0,Diesel,2002,160725,5290
Toyota,Yaris,1.4,Hybrid,2000,103738,5291
VW,Passat,1.4,Diesel,2000,121914,5291
Ford,Mondeo,1.8,Hybrid,1997,122433,5292
Ford,Focus,1.0,Diesel,2001,102347,5292
VW,Passat,1.8,Diesel,1997,112138,5292
Ford,Fiesta,1.2,Petrol,2005,93758,5292
Ford,Fiesta,1.2,Petrol,2007,111861,5292
Ford,Mondeo,1.8,Diesel,2002,147596,5292
BMW,Z4,3.0,Petrol,1991,93060,5292
Toyota,Prius,1.8,Hybrid,2000,153303,5293
VW,Polo,1.6,Petrol,2003,98757,5293
Toyota,RAV4,2.4,Hybrid,1998,173853,5293
VW,Polo,2.0,Petrol,2003,113766,5293
VW,Golf,1.8,Diesel,2001,118235,5293
VW,Golf,2.0,Hybrid,2004,166211,5294
Ford,Fiesta,1.4,Petrol,2003,85776,5294
VW,Golf,2.0,Diesel,1998,98504,5294
BMW,Z4,2.0,Petrol,2001,153041,5295
VW,Polo,1.4,Petrol,2006,116583,5295
Ford,Mondeo,1.4,Petrol,2004,142454,5295
Toyota,Yaris,1.2,Hybrid,2002,111176,5296
VW,Passat,1.8,Diesel,1996,103099,5296
Ford,Mondeo,1.6,Diesel,2000,123318,5296
BMW,Z4,3.0,Petrol,1998,153314,5297
Toyota,Prius,1.8,Hybrid,2002,169178,5298
VW,Passat,2.0,Diesel,1998,127529,5298
Ford,Mondeo,1.4,Diesel,2004,148376,5299
Porsche,718 Cayman,2.4,Petrol,2000,178467,5300
Toyota,Yaris,1.0,Hybrid,2006,133786,5300
Toyota,Prius,1.0,Hybrid,2001,124731,5300
Toyota,Prius,1.4,Hybrid,2002,154071,5300
Ford,Focus,1.4,Diesel,2005,157593,5300
Toyota,Prius,1.0,Hybrid,1993,48785,5300
Ford,Focus,1.6,Petrol,2004,151668,5300
Ford,Fiesta,1.0,Petrol,2008,108398,5300
VW,Golf,1.6,Diesel,2004,136094,5302
VW,Passat,1.4,Diesel,2000,121646,5302
Toyota,Prius,1.0,Hybrid,2001,124658,5303
VW,Golf,2.0,Petrol,2001,118472,5304
Ford,Fiesta,1.0,Petrol,2008,108277,5304
Toyota,Prius,1.4,Hybrid,2003,162009,5304
Ford,Mondeo,1.6,Diesel,2001,131662,5304
Toyota,RAV4,2.4,Hybrid,2001,196766,5304
Porsche,911,3.5,Petrol,1990,188761,5304
Ford,Mondeo,1.4,Diesel,2004,148241,5305
Toyota,Prius,1.4,Hybrid,2003,161999,5305
Toyota,Yaris,1.0,Petrol,2007,118788,5306
Toyota,Prius,1.8,Hybrid,1991,73387,5306
BMW,M5,4.4,Petrol,1996,227638,5309
Ford,Focus,1.0,Petrol,2006,138893,5310
Ford,Fiesta,1.0,Hybrid,2006,114647,5310
VW,Passat,2.0,Petrol,2001,146210,5310
Toyota,Prius,1.0,Hybrid,2001,124504,5310
VW,Golf,1.4,Petrol,2005,129704,5311
Toyota,Yaris,1.4,Hybrid,2000,103241,5311
VW,Polo,1.6,Petrol,2004,107354,5311
Porsche,718 Cayman,2.4,Petrol,1995,137976,5312
Toyota,Prius,1.0,Hybrid,2002,132942,5312
BMW,Z4,2.0,Petrol,1996,110310,5312
Toyota,Prius,1.4,Hybrid,1992,64359,5312
VW,Golf,1.6,Petrol,2004,129685,5312
Ford,Fiesta,1.2,Petrol,2008,120083,5313
BMW,X3,2.4,Petrol,1991,83610,5313
Toyota,RAV4,2.0,Hybrid,1991,103452,5315
Ford,Mondeo,1.6,Diesel,2002,139747,5316
BMW,M5,4.0,Petrol,1985,136426,5316
BMW,X3,2.4,Petrol,1995,119816,5318
VW,Polo,1.6,Petrol,2000,69442,5318
Toyota,Yaris,1.4,Petrol,2003,105440,5318
Porsche,718 Cayman,4.0,Petrol,1991,136443,5318
Toyota,RAV4,1.8,Hybrid,1997,148019,5318
VW,Polo,1.0,Diesel,2005,90781,5318
VW,Golf,1.8,Diesel,2003,134709,5319
Ford,Fiesta,1.0,Petrol,2009,116749,5319
Toyota,Yaris,1.4,Petrol,2004,114304,5319
Ford,Mondeo,1.8,Diesel,1997,104070,5320
VW,Polo,1.4,Petrol,2005,107117,5320
VW,Passat,2.0,Petrol,1999,129293,5320
VW,Passat,2.0,Petrol,1998,120699,5320
BMW,Z4,3.0,Petrol,1999,160825,5321
